user_id,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,popularity,niche,classic,retro,modern,contemporary
6025,0.02062065,0.0022436562,0.14738363,0.8095152,0.11914114,0.17269047,-0.01107047,0.106397554,-0.013980366,0.15769581,0.06817045,0.13587874,0.010517247,-0.06417607,0.09844412,0.11898307,0.26068553,-0.102456406,-0.059376515,-0.259273,0.35905516,0.07124862
6024,0.25169688,0.18685043,0.08547863,0.06429976,0.110416904,0.02046169,0.016014703,0.14038001,0.11379793,0.1590879,0.24007821,0.612746,0.11087349,0.15544137,0.20872325,0.07595402,0.5002417,-0.15239659,0.049290452,0.111827,0.08139922,0.109483905
6023,0.25913447,0.14176302,0.1876593,0.095088676,0.8707384,0.21458885,0.083170615,0.23758447,0.20691296,0.057451755,0.32394418,-0.0112812705,0.10669738,0.3105103,0.04551638,0.0588202,0.21522903,0.0242631,0.049464013,0.033222705,0.13617077,0.25291878
6022,0.37543282,0.2299312,0.14820728,0.068315506,0.13986519,0.06985754,0.101479284,0.23788145,0.11661843,0.067510374,0.11196227,0.11226145,0.5093547,0.18802498,0.1301913,0.14344771,0.65523374,-0.082693964,0.04079682,0.21372202,0.0055297073,0.13389324
6021,0.22187604,0.24627875,0.13777354,0.05314443,0.10552785,0.03941113,-0.0035726577,0.318908,0.2127575,0.101192996,0.14806502,-0.032138452,0.7896856,0.1635472,0.18021843,0.22213832,0.45822346,-0.14910872,0.06929551,0.16041842,-0.066242866,0.09414469
6020,0.7576904,0.21452498,0.10075177,0.06255941,0.22287755,0.086044535,0.117088154,0.1386638,0.065385774,0.11328225,0.093196526,0.13419719,0.2228773,0.12574604,0.25713164,0.21024406,0.41073546,-0.008058492,0.17894581,0.15524696,-0.06603916,0.10266385
6019,0.37879723,0.745912,0.26178277,0.1195587,0.12786177,0.09656367,0.026743397,0.30473912,0.07779663,0.1173989,0.18281345,0.21547364,0.24183665,0.12242857,0.124320306,0.052794233,0.2138347,0.10000114,0.0010375082,-0.0892136,0.32234213,0.21291506
6018,0.23665294,0.3155933,0.21242328,0.04483266,0.06352216,0.041328035,-0.018574081,0.3247763,0.28624818,0.11261979,0.23115155,0.051733807,0.7394207,0.16789572,0.16879897,0.2350577,0.28505307,0.006732948,0.10590401,0.19984221,-0.018198784,0.24569619
6017,0.18732022,0.13020483,0.14498039,0.09571666,0.002744114,0.016100546,0.0884576,0.092334956,-0.014618546,0.13448738,0.06271434,0.17406651,0.13133852,0.11663429,0.11160218,0.08035565,0.2447418,0.16853932,0.19068941,0.059519082,0.1422946,0.039296553
6016,0.7041104,0.21965972,0.08422766,0.0031556506,0.209239,0.04563021,0.033293642,0.075124346,0.088873595,0.13134682,0.1121521,0.14945307,0.20264727,0.18440476,0.20655377,0.1708817,0.33103245,-0.019571679,0.14490432,0.1745024,-0.036530074,0.14465956
6015,0.07173419,0.047922276,0.17741269,0.8188044,0.1092064,0.17598529,0.040131576,0.100866996,-0.01185856,0.23275997,0.07437132,0.1669727,0.060450092,-0.10170777,0.05280412,0.047953054,0.38481414,-0.1156428,0.04820712,0.05231926,0.01995218,0.12749493
6014,0.02918984,0.04581494,0.08076961,0.043446384,0.15226978,0.12553364,0.49183416,0.103164844,-0.09751317,0.16754861,0.14708734,0.14966023,0.011026051,0.025052592,0.22170025,0.23238224,0.6005224,-0.17963997,0.15622789,0.17167976,0.08773584,0.07366579
6013,0.10968876,0.12709722,0.18556175,0.6887138,0.065317735,0.26950064,0.09220599,0.15366057,0.00040418282,0.26767462,0.11315795,0.20756519,0.10589208,-0.0588715,0.056261446,0.077130616,0.38036895,0.009596925,0.11970967,0.08761301,0.11765319,0.19562916
6012,0.0067759734,0.03627037,0.1528416,0.07060948,0.07074105,0.20951371,0.20015365,0.1794289,0.0052749943,0.14108077,0.12110296,0.16150251,0.09928216,0.14602745,0.11864834,0.08496625,0.16357386,0.21486723,0.11898629,0.040043857,0.26510298,0.17243126
6011,0.06843396,0.07978589,0.1341211,-0.023587331,0.05680813,0.014817912,0.06904308,0.09673613,-0.049281217,0.106921256,0.11765244,0.08848775,0.047346804,0.113587506,0.10449204,0.16175845,0.73851144,-0.3676172,0.058467705,0.08703148,-0.00928038,-0.005894065
6010,0.21427618,0.12674028,0.16485792,0.07643434,0.9185766,0.19890301,0.118140705,0.19554488,0.11629719,0.04820932,0.30368197,-0.011004092,0.043595143,0.23289841,0.01486378,0.07331945,0.38976383,-0.10167779,0.0036304742,0.0011682343,0.12210035,0.13923052
6009,0.6240722,0.22496514,0.080310166,0.04391193,0.21308646,-0.049273014,0.09630881,0.08827224,0.05869415,0.028768824,0.20466694,0.12735769,0.18043244,0.4160355,0.13402228,0.13314863,0.3702142,-0.06136726,-0.07537256,-0.21878904,0.45153975,0.11646694
6007,0.88168377,0.30267444,0.088281885,0.07253206,0.19146542,-0.018266376,-0.0057110535,0.16304673,0.08863175,0.013394367,0.17041904,0.046912596,0.28750417,0.12063376,0.16476354,0.13411924,0.22598428,-0.07707581,-0.0059377104,0.04647568,-0.0006476585,0.17272207
6008,0.79138976,0.25280088,0.08199921,0.01978221,0.21131793,0.02195352,0.031455338,0.13183337,0.07403181,0.023645172,0.1198912,0.10596768,0.27028936,0.17727676,0.16960444,0.16784266,0.52880085,-0.15020084,-0.004558796,0.07856477,-0.030535784,0.072539315
6006,0.026043981,0.14582121,0.19314039,0.26084083,0.05567926,0.19553116,0.22200297,0.23006612,-0.059163123,0.19235343,0.16167408,0.26807278,0.1034317,0.0066228583,0.18012546,0.19729145,0.41466343,0.032414142,0.32083932,0.19272195,0.05672219,0.21468955
6005,0.056727417,0.01871228,0.098362975,-0.023051195,0.10992398,0.015995212,-0.04750727,0.10689013,0.84600365,0.17810301,0.18738762,0.07737073,0.22452159,0.18319581,0.002345977,0.0043045916,0.089733765,0.07254827,0.027201151,0.15702885,0.033069503,0.2219061
6004,0.1396266,0.2175058,0.56814843,0.041877136,0.23851141,0.18724829,0.08349628,0.31358737,0.15681845,0.28970438,0.30158013,0.14265239,0.28314692,0.4046725,0.20930663,0.19305378,0.4633765,0.10000905,0.22561592,0.24525124,0.15059002,0.2910698
6003,0.055988397,0.02228785,0.056742996,0.41083744,0.20212911,0.18152381,0.2053726,0.10906361,0.018972848,0.20126867,0.13695925,0.18670353,0.13012612,0.072121724,0.1620912,0.06888083,0.44218466,-0.026151098,0.0427473,0.12298095,0.18462676,0.1848718
6002,0.015703354,0.18903543,0.13791262,0.04586757,-0.008725785,0.20355348,0.08616989,0.13210452,0.11551741,0.22793889,0.21216896,0.14314255,-0.042640354,0.09310426,0.3847804,0.14340183,0.21574299,0.14415929,0.51411164,0.13924628,-0.07336174,0.113324225
6001,0.20143482,0.093009025,0.09587215,-0.12808351,0.19211797,-0.10842471,-0.000692945,-0.04536399,0.18068475,0.02588747,0.26448748,0.10054672,0.19936305,0.8680085,0.10764654,0.027874188,0.17337918,-0.01599348,0.038372934,-0.008262521,0.18744265,0.16819543
6000,0.21261838,0.16714838,0.29972145,0.13542332,0.14429393,0.21001413,0.08550508,0.15126024,0.16932134,0.1964455,0.21689571,0.11950216,0.19912717,0.17795518,0.18635723,0.17905906,0.35054752,0.036206942,0.15324306,0.08093986,0.081808016,0.84674925
5999,0.019705351,0.05470715,0.27172592,0.008186797,0.31619656,0.2469222,0.10748065,0.39283797,0.13873178,0.16888852,0.34190893,0.1803402,0.1900328,0.28216177,0.12964638,0.2848598,0.258708,0.09627332,0.35616168,0.13039267,0.115255915,0.1837992
5998,0.025535718,-0.04234877,-0.025721103,0.015738955,0.14104304,0.016413406,0.7701793,-0.009456389,-0.03603265,0.027791088,0.12691209,0.13897489,-0.016187318,0.09934453,0.13273421,0.0026940927,0.17360091,0.040699817,-0.09619398,-0.18125728,0.5308197,0.05532862
5997,0.2638278,0.24221633,0.12393959,0.067561395,0.12399262,0.016083252,0.014116451,0.27613,0.20614614,0.081316024,0.116295844,-0.010509908,0.798717,0.19229436,0.14644536,0.14772385,0.38551438,-0.08885667,0.04729165,0.15854569,-0.04533907,0.08741282
5996,0.06851673,0.1446101,0.051709138,0.13779911,-0.01674578,-0.00057440065,-0.008215658,0.12484219,-0.024062946,0.19734982,0.1731731,0.54988325,-0.025530308,0.08174093,0.0556197,0.107832566,0.40047252,-0.20721298,-0.07928781,0.16202901,0.15690158,0.100893505
5995,0.22072117,0.2025818,0.351269,0.13932271,0.18563685,0.16090572,0.05732955,0.20524207,0.16363978,0.23536658,0.21755964,0.14661235,0.24202791,0.18543519,0.14858125,0.26271456,0.4109038,-0.02364082,0.16824476,0.09376252,0.08753164,0.7979667
5994,0.812671,0.24590334,0.058582738,0.043404546,0.25568923,0.032301627,0.043226376,0.1380944,0.07508451,0.04441463,0.12713864,0.09057891,0.289216,0.1792643,0.22163889,0.15670258,0.44339922,-0.10544057,0.04422176,0.12424342,-0.05827863,0.10727599
5993,0.03601629,0.14523123,0.42318887,0.15155512,0.091443025,0.13950248,0.060749546,0.17778428,0.17407446,0.8487116,0.2433326,0.26746887,0.06487502,0.053436458,0.20565385,0.32106197,0.45099494,-0.0858036,0.42201525,0.13627718,-0.025314394,0.12171038
5992,0.106767714,0.16366108,0.101065,0.23058978,-0.0024348442,-0.0119212605,-0.014266918,0.1822183,0.07712,0.24483761,0.11797164,0.7190434,0.04515328,0.086366005,0.16295071,0.1772379,0.49695992,-0.22742039,0.06158046,0.15265155,0.049764216,0.07480619
5991,-0.04852179,0.044706825,0.14249693,0.0793035,0.07864454,0.22040749,0.11147811,0.22523531,0.432732,0.15917222,0.139568,0.18573827,0.04289757,0.037865058,0.012090009,0.058703706,0.5221871,-0.04510399,-0.053278055,-0.11930796,0.47421607,0.08370619
5990,0.027778003,0.06184618,0.22375269,0.11973809,0.051407225,0.12537996,0.07867168,0.124265924,0.1579405,0.23511113,0.21495429,0.2544524,0.13970451,0.15522581,0.1420598,0.1871988,0.33979052,-0.0053843632,0.124405645,0.051437356,0.21019284,0.22269866
5989,0.071707144,0.07612975,0.25099042,0.1696781,-0.010685328,0.1327243,0.06616381,0.27767724,0.045197286,0.14548753,0.062496662,0.14107053,0.10564214,0.120271206,0.077531196,0.1303632,0.22024119,0.095236525,0.054616068,-0.18251726,0.4148199,0.2586245
5988,0.034555838,0.017535223,0.14679249,0.80424,0.105169006,0.1480518,-0.0363314,0.102845,-0.018327828,0.15478863,0.063074715,0.12875462,0.011880942,-0.07123259,0.06339985,0.10934086,0.28707957,-0.13718492,-0.0827141,-0.2759573,0.35897127,0.048722476
5987,0.19555208,0.14306724,0.13559766,0.21265875,0.14029486,0.19660807,0.14527017,0.16158667,0.1608776,0.25524274,0.18519767,0.13737412,0.22270332,0.06633039,0.18763116,0.16879931,0.58796453,-0.066200465,0.16458014,0.18472669,0.088232495,0.26021543
5986,0.07125915,0.17529567,0.09694283,0.16464049,0.022394944,0.037143372,0.1368719,0.16316508,0.0916876,0.27903834,0.21879342,0.8907374,0.03211983,0.122387245,0.27105102,0.15919489,0.35690272,-0.06635821,0.20287523,0.14817289,0.052696187,0.12544389
5984,0.22233173,0.18714494,0.15886262,0.04337661,0.113233626,0.05834097,0.082460925,0.27964437,0.19725305,0.08499297,0.09784347,0.03018513,0.7101735,0.16345055,0.15520382,0.0990641,0.4211634,-0.02093941,0.03030404,0.1692701,-0.00448291,0.10462807
5983,0.25961867,0.25190157,0.17186096,0.019992141,0.09707117,0.03842083,0.018351637,0.30085403,0.22290207,0.07680442,0.118583515,0.0043621752,0.75161004,0.16900407,0.11932831,0.12180259,0.4626079,-0.09094843,-0.0011629481,0.18755314,-0.054272793,0.087466
5982,0.031007078,0.12525314,0.11508408,0.37834197,0.059932508,0.03872981,0.009326898,0.17507608,0.003414981,0.21353579,0.1392737,0.3329619,0.01659184,0.0030818693,0.10054459,0.1853308,0.7225576,-0.29201227,0.07247052,0.15556598,-0.033390366,0.061785996
5981,0.056181356,0.012726251,0.071736835,0.17135131,0.119308345,0.010923065,0.04146584,0.052028723,0.10509585,0.10575323,0.1321839,0.044646494,0.094117224,0.111111864,0.13892192,0.14966084,0.17174354,-0.11694807,0.06684935,0.15268931,0.059946805,-0.009306443
5979,0.00039125048,0.01630643,0.08920744,0.015157851,0.07307761,0.109445766,0.06621493,0.103246644,-0.023837913,0.162136,0.1092944,0.13495496,0.09494613,0.12327112,0.10180044,0.10099906,0.19764802,-0.003300786,0.14432755,0.16800034,0.013502508,-0.009083994
5980,-0.02260438,0.01960764,0.15724842,0.0010427646,0.07271029,0.090484135,0.14858405,0.060518432,0.03111498,0.14075057,0.06554504,0.07235861,0.08715391,0.10610912,0.12577249,0.120981514,0.38811058,-0.09438008,0.2202344,0.20047835,-0.034138173,-0.021353964
5978,0.45671943,0.18038622,0.15659183,-0.11169126,0.49321535,0.06644106,-0.03444169,0.18881959,0.071433574,0.07353565,0.21069974,-0.03877035,0.10855542,0.14749512,0.11813306,0.13125435,0.5086275,-0.20508403,0.080340505,0.13849118,-0.05781586,0.051786724
5977,0.05384671,0.10660538,0.13316545,0.049538165,0.047982313,0.056307003,0.091491766,0.124949366,0.100612976,0.1796391,0.08332385,0.05334434,0.15181145,0.12481393,0.1925972,0.19057925,0.1821245,-0.02532947,0.10237178,0.34396517,-0.20514339,0.14521168
5976,0.0559076,0.061654884,0.12400931,0.03767149,0.11315668,0.1707958,0.108451664,0.17990364,0.03966336,0.11786647,0.11647568,0.13066855,0.14003994,0.07496004,0.12543383,0.04412476,0.4064127,-0.15523902,0.034436062,0.7093469,-0.2288184,0.062177666
5975,0.36606577,0.7330936,0.22293413,0.07778577,0.10264669,0.20239301,0.038096078,0.2925399,0.03621672,0.16297436,0.09675944,0.1977355,0.2918889,0.08625857,0.21561581,0.20778078,0.49555033,-0.0507603,0.14928399,0.22379784,-0.0326039,0.13435942
5974,0.030947013,-0.02699281,-0.01982402,0.02895034,0.11051522,-0.024100982,0.73086923,0.011564463,-0.052959993,0.07018288,0.08603007,0.13428307,-0.016251981,0.08125427,0.15266241,-0.025479961,0.093485385,0.022310391,-0.0575673,-0.05007138,0.37109506,0.050723575
5973,0.25617376,0.20775415,0.11100991,0.06815821,0.11964406,0.026839603,0.085427225,0.27505332,0.19500145,0.08260738,0.10453062,0.035770375,0.7479079,0.17496237,0.15226854,0.10763343,0.4066222,-0.028071959,0.040616713,0.1578167,-0.010498758,0.09577339
5972,0.16696724,0.1037802,0.1644696,0.1566961,0.2572034,0.22271857,0.16609818,0.1295524,0.046957973,0.052010838,0.18681182,0.12507913,0.1376752,0.18362997,0.1121424,0.06823027,0.47986603,-0.010406174,0.028901868,0.011008084,0.17581327,0.7356446
5971,0.32308313,0.89694434,0.28431904,0.077100605,0.1504363,0.13124952,-0.04716564,0.3715594,0.046293564,0.15593572,0.17129102,0.20426887,0.23438227,0.060412552,0.1427708,0.049843356,0.35601044,-0.040251117,0.07287182,0.19897133,-0.040789932,0.19331455
5970,0.30425352,0.29293644,0.16731934,0.06060144,0.072514035,-0.05437695,-0.016954139,0.2801664,0.2877941,0.080966145,0.21422681,-0.00484442,0.81332433,0.19674012,0.15439728,0.22396657,0.29264185,-0.049353987,0.12745142,0.15668216,-0.071532436,0.19102451
5969,0.05977907,0.049999863,0.16261807,0.7837362,0.11612767,0.19959082,0.041776113,0.10535507,0.0027178125,0.22158168,0.064959556,0.17097017,0.07978881,-0.07053803,0.10472649,0.088257425,0.39819205,-0.083088115,0.06616607,0.066451274,0.012343737,0.26118696
5968,0.6567896,0.19351411,0.11259058,0.07990593,0.16423249,0.09886312,0.12619431,0.15971595,0.061400473,0.09267366,0.06450037,0.16147675,0.21700576,0.10062102,0.254255,0.24322186,0.38938317,-0.0066346955,0.14196989,0.1619096,-0.051287588,0.087563805
5967,0.009808246,0.016501699,0.12289721,0.04309183,0.045401998,0.18883379,0.11779309,0.17526905,-0.012196198,0.122217916,0.07345596,0.15134968,0.122237645,0.13622424,0.070019975,0.09322612,0.15397617,0.11821124,0.072921984,0.039330956,0.23366597,0.1128092
5966,0.037978433,0.036142685,0.1233416,0.01041256,0.13590445,0.23055352,0.28201738,0.041356567,-0.008692615,0.05961149,0.13535228,0.117501035,-0.040569358,0.079292804,0.15913133,0.14039281,0.44439188,-0.009721553,-0.058082886,-0.09015912,0.5249985,0.112544455
5965,0.22930479,0.01681222,0.2628656,0.08497729,0.1546392,0.011636461,0.15015672,0.14777526,0.15950294,0.25047687,0.009423366,0.111341454,0.16477382,0.1720133,-0.00988894,0.11268635,0.28889132,0.10752646,0.093828276,0.03732619,0.18863142,0.259054
5964,0.10772516,0.06768504,0.14144535,0.08807386,0.009650977,0.010607526,-0.051938903,0.12265823,0.05580115,0.018985214,0.108422965,0.038700797,0.12741499,0.089230776,-0.026726682,0.052370187,0.1180125,-0.037737243,-0.13112006,-0.2586306,0.43660665,0.081343904
5963,0.8237488,0.25374627,0.09184203,0.047381885,0.26188686,0.033404946,0.0137793645,0.19135523,0.030132964,0.008221379,0.14990827,0.08109987,0.2284995,0.15496673,0.18140335,0.109697826,0.55043834,-0.120285615,-0.04766698,0.08578956,0.04040996,0.10340897
5962,0.07744157,0.12945147,0.24844348,0.11827655,0.22139464,0.3235407,0.16207129,0.21147385,0.121934645,0.12586343,0.20376734,0.074715115,0.14741124,0.093627036,0.20166391,0.20376262,0.5441505,-0.0545874,0.19185391,0.28328702,0.03581292,0.2475641
5961,0.14527135,0.08560362,0.1422512,-0.090268075,0.1271835,-0.039236657,0.047709573,-0.008617822,0.19849795,0.06385371,0.24989682,0.15955377,0.16841838,0.7237038,0.11757028,0.05025518,0.11701664,0.12484472,0.0006661117,-0.08095555,0.34798786,0.19797938
5960,0.101776734,0.11484352,0.21246904,0.08478704,0.10578619,0.04507151,0.051048316,0.19600514,0.10976875,0.103726156,0.22302152,0.17446682,0.2033713,0.19865163,-0.020707756,0.07440586,0.25681093,0.03628707,0.1639469,0.058728166,0.1378561,0.357211
5959,0.036104966,0.0031541642,0.15859953,0.7210389,0.10376572,0.16779925,-0.017848324,0.1047688,-0.017873447,0.17611425,0.06673752,0.1420778,0.014594207,-0.040121853,0.10419093,0.122385345,0.28397185,-0.07717289,-0.081232816,-0.30684394,0.4538358,0.08297873
5958,0.08793729,0.12162643,0.18558213,0.30677164,0.0746194,0.09986522,0.037262127,0.15565029,0.02325895,0.18817632,0.06201525,0.061823253,0.1276736,0.07233687,0.17882015,0.17590082,0.35270843,-0.11853146,0.083688274,0.29099753,-0.19674689,0.114478655
5957,0.08670776,0.0818662,0.26061523,0.83712184,0.1545404,0.25369927,-0.0024548545,0.18449906,0.07243992,0.20488814,0.0886643,0.112963624,0.06735332,-0.049209423,0.097531,0.1215944,0.40270856,-0.09464574,-0.0047641397,-0.02713665,0.15354699,0.18622118
5956,0.12040261,0.08858628,0.08002183,0.16695978,0.20823866,0.19851069,0.21704225,0.0929787,0.04738393,0.06586522,0.16279656,0.14809084,0.14632423,0.1592891,0.02393885,-0.05517536,0.37174812,0.13486896,0.009689003,-0.024999667,0.2988658,0.6703222
5955,0.003463719,0.008554153,0.12886405,0.019031044,0.112851515,0.122899346,0.03290028,0.13426827,0.008432465,0.14826666,0.12826881,0.08640367,0.08654688,0.13773891,0.06948367,0.10124482,0.17205386,0.001619596,0.09299827,0.18576978,0.04478669,0.061773773
5954,0.072076984,0.16374709,0.37079108,0.17536491,0.08590642,0.18286452,-0.018164154,0.21465929,0.24069807,0.9332182,0.3281875,0.2778921,0.1144837,0.04528405,0.19918147,0.37876314,0.16219357,0.122787185,0.4873368,0.17253274,0.0022304673,0.19165652
5953,0.0999704,0.104327306,0.230058,0.11266077,0.19352871,0.3130296,0.14366655,0.273581,0.11126329,0.2600912,0.2437045,0.1547,0.27829403,0.07973823,0.30418873,0.2775271,0.3385833,0.2021714,0.49763975,0.13210034,0.03459598,0.26764432
5952,0.6203114,0.15561526,0.12397581,0.0759116,0.20020375,0.08195181,0.1206414,0.16302255,0.048287764,0.1426292,0.08315812,0.16034746,0.19167583,0.10082126,0.27760896,0.25863257,0.40777445,-0.028041754,0.17701882,0.18936402,-0.07501754,0.084238924
5951,0.09622677,0.07852505,0.24459696,0.007638149,0.117257334,0.09514593,0.07744405,0.16259445,0.030944005,0.10089751,0.10658382,0.08489803,0.0700233,0.058107197,0.1173783,0.14102066,0.775725,-0.30643257,0.041220326,0.17744675,-0.03902439,0.09593288
5950,0.23563616,0.15388069,0.23510894,0.14511357,0.19656852,0.20018093,0.1182781,0.1077828,0.18127167,0.15600881,0.24337366,0.12061262,0.25094396,0.21069974,0.18369886,0.12840125,0.44888824,-0.031227155,0.105658695,0.10902705,0.073664196,0.829592
5948,0.039400287,0.046265543,0.07295951,0.69199866,0.07855051,0.23167458,0.1446263,0.06153839,-0.062934496,0.20906518,0.085580215,0.22967318,0.01634314,-0.11365682,0.07659131,0.063027605,0.35134187,0.0049226135,0.11597271,0.1071964,0.09496662,0.18185362
5947,0.08299091,0.07065129,0.1359816,0.053375263,0.12300477,0.08974635,-0.025265504,0.19334555,0.8963444,0.22983411,0.18769655,0.08564653,0.30353433,0.19351652,0.052030254,0.052246016,0.16341749,0.08493259,0.2545778,0.20841895,-0.04228951,0.14276882
5946,0.05989106,0.06949222,0.06461463,0.091853015,0.021278314,0.1557991,0.18350549,0.1628375,-0.09209033,0.1822007,0.18034399,0.13352038,0.09641308,0.038317043,0.5466513,0.20817417,0.47488207,-0.13365498,0.063716084,0.20900989,0.08324741,0.030246407
5945,0.06258662,0.06973363,0.04507152,0.053702943,0.077336065,0.06544794,0.3972611,0.14581223,0.02863169,0.09391813,0.07476288,0.039424963,0.1313155,0.10824883,0.20022157,0.14450496,0.18431988,0.012180932,0.063795716,0.28543392,-0.10718456,0.0952108
5944,0.040709034,0.1534602,0.060654808,0.1774433,0.038550228,0.07563032,0.16526182,0.12126887,0.07479085,0.21926618,0.22499838,0.79635924,0.043393113,0.12486408,0.24538386,0.09786911,0.32785618,-0.011270799,0.17061564,0.12535797,0.087367475,0.11678779
5943,0.024436446,0.13719383,0.151137,0.10004193,0.27440637,0.21590114,0.18602005,0.14823341,-0.05347071,0.20038415,0.19084147,0.18036485,0.03700261,0.036734674,0.16621561,0.21782893,0.597414,-0.1887319,0.24775034,0.23652261,-0.020720404,0.057597496
5942,0.2083253,0.12602796,0.09491916,-0.13938609,0.1855535,-0.14820759,-0.027010268,0.0032072682,0.17467263,0.031081479,0.27179193,0.06481175,0.21097383,0.849254,0.11727832,0.061551288,0.22236603,-0.06329077,0.11015388,0.03837102,0.07414954,0.13706735
5941,0.08037433,0.14000206,0.22762872,0.08776618,0.19448394,0.25770408,0.15256587,0.17633395,0.08977972,0.18092078,0.23650694,0.14472422,0.105728775,0.20801774,0.22403914,0.16063344,0.1890602,0.3909132,0.46712518,0.14824905,0.09025439,0.170359
5940,0.19420496,-0.017561281,0.24354301,0.081894614,0.15252526,0.0039258255,0.16903017,0.1280407,0.11828382,0.26594934,0.010302473,0.14255235,0.12892607,0.16623238,-0.024886273,0.09017098,0.28081018,0.1113986,0.06899534,0.010269031,0.23152173,0.26075515
5939,0.093712136,0.14861386,0.19236833,0.10996051,0.11989648,0.18799183,0.19887458,0.12375328,0.01634536,0.1344723,0.17765045,0.14605902,0.11775898,0.13917969,0.15010384,0.1274691,0.554001,-0.109081104,0.066043854,0.07670103,0.092062175,0.61670834
